Tag URL,line1,line2
https://www.rekhta.org/tags/aahat-shayari/couplets,palaT na jaa.eñ hamesha ko tere āñgan se,gudāz lamhoñ kī be-ḳhvāb āhaToñ se na ruuTh
https://www.rekhta.org/tags/aahat-shayari/couplets,palaT na jaen hamesha ko tere aangan se,gudaz lamhon ki be-KHwab aahaTon se na ruTh
https://www.rekhta.org/tags/aahat-shayari/couplets,dil ke suune sehn meñ gūñjī aahaT kis ke paañv kī,dhūp-bhare sannāTe meñ āvāz sunī hai chhāñv kī
https://www.rekhta.org/tags/aahat-shayari/couplets,dil ke sune sehn mein gunji aahaT kis ke panw ki,dhup-bhare sannaTe mein aawaz suni hai chhanw ki
https://www.rekhta.org/tags/aiina-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina dekh kar tasallī huī,ham ko is ghar meñ jāntā hai koī
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina dekh kar tasalli hui,hum ko is ghar mein jaanta hai koi
https://www.rekhta.org/tags/aiina-shayari/couplets,ā.īna kyuuñ na duuñ ki tamāshā kaheñ jise,aisā kahāñ se lā.ūñ ki tujh sā kaheñ jise
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina kyun na dun ki tamasha kahen jise,aisa kahan se laun ki tujh sa kahen jise
https://www.rekhta.org/tags/aiina-shayari/couplets,ā.īna dekh apnā sā muñh le ke rah ga.e,sāhab ko dil na dene pe kitnā ġhurūr thā
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina dekh apna sa munh le ke rah gae,sahab ko dil na dene pe kitna ghurur tha
https://www.rekhta.org/tags/aiina-shayari/couplets,dūsroñ par agar tabsira kījiye,sāmne aa.ina rakh liyā kījiye
https://www.rekhta.org/tags/aiina-shayari/couplets,dusron par agar tabsira kijiye,samne aaina rakh liya kijiye
https://www.rekhta.org/tags/aiina-shayari/couplets,zarā visāl ke ba.ad aa.ina to dekh ai dost,tire jamāl kī doshīzgī nikhar aa.ī
https://www.rekhta.org/tags/aiina-shayari/couplets,zara visal ke baad aaina to dekh ai dost,tere jamal ki doshizgi nikhar aai
https://www.rekhta.org/tags/aiina-shayari/couplets,mirī jagah koī ā.īna rakh liyā hotā,na jaane tere tamāshe meñ merā kaam hai kyā
https://www.rekhta.org/tags/aiina-shayari/couplets,meri jagah koi aaina rakh liya hota,na jaane tere tamashe mein mera kaam hai kya
https://www.rekhta.org/tags/aiina-shayari/couplets,koī bhūlā huā chehra nazar aa.e shāyad,ā.īna ġhaur se tū ne kabhī dekhā hī nahīñ
https://www.rekhta.org/tags/aiina-shayari/couplets,koi bhula hua chehra nazar aae shayad,aaina ghaur se tu ne kabhi dekha hi nahin
https://www.rekhta.org/tags/aiina-shayari/couplets,ā.īnoñ ko zañg lagā,ab maiñ kaisā lagtā huuñ
https://www.rekhta.org/tags/aiina-shayari/couplets,aainon ko zang laga,ab main kaisa lagta hun
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina ye to batātā hai ki maiñ kyā huuñ magar,aa.ina is pe hai ḳhāmosh ki kyā hai mujh meñ
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina ye to batata hai ki main kya hun magar,aaina is pe hai KHamosh ki kya hai mujh mein
https://www.rekhta.org/tags/aiina-shayari/couplets,hameñ ma.ashūq ko apnā banānā tak nahīñ aatā,banāne vaale ā.īna banā lete haiñ patthar se
https://www.rekhta.org/tags/aiina-shayari/couplets,hamein mashuq ko apna banana tak nahin aata,banane wale aaina bana lete hain patthar se
https://www.rekhta.org/tags/aiina-shayari/couplets,maiñ to 'munīr' ā.īne meñ ḳhud ko tak kar hairān huā,ye chehra kuchh aur tarah thā pahle kisī zamāne meñ
https://www.rekhta.org/tags/aiina-shayari/couplets,main to 'munir' aaine mein KHud ko tak kar hairan hua,ye chehra kuchh aur tarah tha pahle kisi zamane mein
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhnā achchhā nahīñ zaanū pe rakh kar aa.ina,donoñ nāzuk haiñ na rakhiyo aa.ine par aa.ina
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhna achchha nahin zanu pe rakh kar aaina,donon nazuk hain na rakhiyo aaine par aaina
https://www.rekhta.org/tags/aiina-shayari/couplets,muddateñ guzrīñ mulāqāt huī thī tum se,phir koī aur na aayā nazar ā.īne meñ
https://www.rekhta.org/tags/aiina-shayari/couplets,muddaten guzrin mulaqat hui thi tum se,phir koi aur na aaya nazar aaine mein
https://www.rekhta.org/tags/aiina-shayari/couplets,mushkil bahut paḌegī barābar kī choT hai,ā.īna dekhiyegā zarā dekh-bhāl ke
https://www.rekhta.org/tags/aiina-shayari/couplets,mushkil bahut paDegi barabar ki choT hai,aaina dekhiyega zara dekh-bhaal ke
https://www.rekhta.org/tags/aiina-shayari/couplets,ye sub.h kī safediyāñ ye dopahar kī zardiyāñ,ab ā.īne meñ dekhtā huuñ maiñ kahāñ chalā gayā
https://www.rekhta.org/tags/aiina-shayari/couplets,ye subh ki safediyan ye dopahar ki zardiyan,ab aaine mein dekhta hun main kahan chala gaya
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina dekh kar vo ye samjhe,mil gayā husn-e-be-misāl hameñ
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina dekh kar wo ye samjhe,mil gaya husn-e-be-misal hamein
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhiyegā sambhal kar ā.īna,sāmnā aaj hai muqābil kā
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhiyega sambhal kar aaina,samna aaj hai muqabil ka
https://www.rekhta.org/tags/aiina-shayari/couplets,ḳhvāb kā rishta haqīqat se na joḌā jaa.e,ā.īna hai ise patthar se na toḌā jaa.e
https://www.rekhta.org/tags/aiina-shayari/couplets,KHwab ka rishta haqiqat se na joDa jae,aaina hai ise patthar se na toDa jae
https://www.rekhta.org/tags/aiina-shayari/couplets,dil par choT paḌī hai tab to aah laboñ tak aa.ī hai,yuuñ hī chhan se bol uThnā to shīshe kā dastūr nahīñ
https://www.rekhta.org/tags/aiina-shayari/couplets,dil par choT paDi hai tab to aah labon tak aai hai,yun hi chhan se bol uThna to shishe ka dastur nahin
https://www.rekhta.org/tags/aiina-shayari/couplets,chāhe sone ke frame meñ jaḌ do,aa.ina jhuuT boltā hī nahīñ
https://www.rekhta.org/tags/aiina-shayari/couplets,chahe sone ke frame mein jaD do,aaina jhuT bolta hi nahin
https://www.rekhta.org/tags/aiina-shayari/couplets,na dekhnā kabhī ā.īna bhuul kar dekho,tumhāre husn kā paidā javāb kar degā
https://www.rekhta.org/tags/aiina-shayari/couplets,na dekhna kabhi aaina bhul kar dekho,tumhaare husn ka paida jawab kar dega
https://www.rekhta.org/tags/aiina-shayari/couplets,pahle to merī yaad se aa.ī hayā unheñ,phir aa.ine meñ chuum liyā apne-āp ko
https://www.rekhta.org/tags/aiina-shayari/couplets,pahle to meri yaad se aai haya unhen,phir aaine mein chum liya apne-ap ko
https://www.rekhta.org/tags/aiina-shayari/couplets,merī naqleñ utārne lagā hai,ā.īne kā batāo kyā kiyā jaa.e
https://www.rekhta.org/tags/aiina-shayari/couplets,meri naqlen utarne laga hai,aaine ka batao kya kiya jae
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ine se nazar churāte haiñ,jab se apnā javāb dekhā hai
https://www.rekhta.org/tags/aiina-shayari/couplets,aaine se nazar churaate hain,jab se apna jawab dekha hai
https://www.rekhta.org/tags/aiina-shayari/couplets,bhūle-bisre hue ġham phir ubhar aate haiñ ka.ī,ā.īna dekheñ to chehre nazar aate haiñ ka.ī
https://www.rekhta.org/tags/aiina-shayari/couplets,bhule-bisre hue gham phir ubhar aate hain kai,aaina dekhen to chehre nazar aate hain kai
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina dekh ke farmāte haiñ,kis ġhazab kī hai javānī merī
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina dekh ke farmate hain,kis ghazab ki hai jawani meri
https://www.rekhta.org/tags/aiina-shayari/couplets,be-sāḳhta bikhar ga.ī jalvoñ kī kā.enāt,ā.īna TuuT kar tirī añgḌā.ī ban gayā
https://www.rekhta.org/tags/aiina-shayari/couplets,be-saKHta bikhar gai jalwon ki kaenat,aaina TuT kar teri angDai ban gaya
https://www.rekhta.org/tags/aiina-shayari/couplets,pyaar apne pe jo aatā hai to kyā karte haiñ,ā.īna dekh ke muñh chuum liyā karte haiñ
https://www.rekhta.org/tags/aiina-shayari/couplets,pyar apne pe jo aata hai to kya karte hain,aaina dekh ke munh chum liya karte hain
https://www.rekhta.org/tags/aiina-shayari/couplets,ik baar jo TuuTe to kabhī juḌ nahīñ saktā,ā.īna nahīñ dil magar ā.īna-numā hai
https://www.rekhta.org/tags/aiina-shayari/couplets,ek bar jo TuTe to kabhi juD nahin sakta,aaina nahin dil magar aaina-numa hai
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina aa.ina tairtā koī aks,aur har ḳhvāb meñ dūsrā ḳhvāb hai
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina aaina tairta koi aks,aur har KHwab mein dusra KHwab hai
https://www.rekhta.org/tags/aiina-shayari/couplets,jo reza reza nahīñ dil use nahīñ kahte,kaheñ na ā.īna us ko jo pāra-pāra nahīñ
https://www.rekhta.org/tags/aiina-shayari/couplets,jo reza reza nahin dil use nahin kahte,kahen na aaina us ko jo para-para nahin
https://www.rekhta.org/tags/aiina-shayari/couplets,ham ne dekhā hai rū-ba-rū un ke,ā.īna ā.īna nahīñ hotā
https://www.rekhta.org/tags/aiina-shayari/couplets,hum ne dekha hai ru-ba-ru un ke,aaina aaina nahin hota
https://www.rekhta.org/tags/aiina-shayari/couplets,vahdat meñ terī harf duī kā na aa sake,ā.īna kyā majāl tujhe muñh dikhā sake
https://www.rekhta.org/tags/aiina-shayari/couplets,wahdat mein teri harf dui ka na aa sake,aaina kya majal tujhe munh dikha sake
https://www.rekhta.org/tags/aiina-shayari/couplets,tumhāre sañg-e-taġhāful kā kyuuñ kareñ shikva,is aa.ine kā muqaddar hī TūTnā hogā
https://www.rekhta.org/tags/aiina-shayari/couplets,tumhaare sang-e-taghaful ka kyun karen shikwa,is aaine ka muqaddar hi TuTna hoga
https://www.rekhta.org/tags/aiina-shayari/couplets,ā.īna kabhī qābil-e-dīdār na hove,gar ḳhaak ke saath us ko sarokār na hove
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina kabhi qabil-e-didar na howe,gar KHak ke sath us ko sarokar na howe
https://www.rekhta.org/tags/aiina-shayari/couplets,koī muñh pher letā hai to 'qāsir' ab shikāyat kyā,tujhe kis ne kahā thā aa.ine ko toḌ kar le jā
https://www.rekhta.org/tags/aiina-shayari/couplets,koi munh pher leta hai to 'qasir' ab shikayat kya,tujhe kis ne kaha tha aaine ko toD kar le ja
https://www.rekhta.org/tags/aiina-shayari/couplets,maiñ tire vāste ā.īna thā,apnī sūrat ko taras ab kyā hai
https://www.rekhta.org/tags/aiina-shayari/couplets,main tere waste aaina tha,apni surat ko taras ab kya hai
https://www.rekhta.org/tags/aiina-shayari/couplets,banāyā toḌ ke ā.īna ā.īna-ḳhāna,na dekhī raah jo ḳhalvat se anjuman kī taraf
https://www.rekhta.org/tags/aiina-shayari/couplets,banaya toD ke aaina aaina-KHana,na dekhi rah jo KHalwat se anjuman ki taraf
https://www.rekhta.org/tags/aiina-shayari/couplets,is liye kahte the dekhā muñh lagāne kā maza,ā.īna ab aap kā madd-e-muqābil ho gayā
https://www.rekhta.org/tags/aiina-shayari/couplets,is liye kahte the dekha munh lagane ka maza,aaina ab aap ka madd-e-muqabil ho gaya
https://www.rekhta.org/tags/aiina-shayari/couplets,un kī yaktā.ī kā da.avā miT gayā,aa.ine ne dūsrā paidā kiyā
https://www.rekhta.org/tags/aiina-shayari/couplets,un ki yaktai ka dawa miT gaya,aaine ne dusra paida kiya
https://www.rekhta.org/tags/aiina-shayari/couplets,aa.ina ye to batātā hai maiñ kyā huuñ lekin,aa.ina is pe hai ḳhāmosh ki kyā hai mujh meñ
https://www.rekhta.org/tags/aiina-shayari/couplets,aaina ye to batata hai main kya hun lekin,aaina is pe hai KHamosh ki kya hai mujh mein
https://www.rekhta.org/tags/aiina-shayari/couplets,sitār-e-ḳhvāb se bhī baḌh kar ye kaun be-mehr hai ki jis ne,charāġh aur aa.ine ko apne vajūd kā rāz-dāñ kiyā hai
https://www.rekhta.org/tags/aiina-shayari/couplets,sitar-e-KHwab se bhi baDh kar ye kaun be-mehr hai ki jis ne,charagh aur aaine ko apne wajud ka raaz-dan kiya hai
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhnā paḌtī hai ḳhud hī aks kī sūrat-garī,aa.ina kaise batā.e aa.ine meñ kaun hai
https://www.rekhta.org/tags/aiina-shayari/couplets,dekhna paDti hai KHud hi aks ki surat-gari,aaina kaise batae aaine mein kaun hai
https://www.rekhta.org/tags/aiina-shayari/couplets,dekh ā.īna jo kahtā hai ki allāh-re maiñ,us kā maiñ dekhne vaalā huuñ 'baqā' vāh-re maiñ
https://www.rekhta.org/tags/aiina-shayari/couplets,dekh aaina jo kahta hai ki allah-re main,us ka main dekhne wala hun 'baqa' wah-re main
https://www.rekhta.org/tags/aiina-shayari/couplets,pattharo aao ki nādim haiñ shabīheñ ḳhud par,aa.ine apnī jasārat kī sazā chāhte haiñ
https://www.rekhta.org/tags/aiina-shayari/couplets,pattharo aao ki nadim hain shabihen KHud par,aaine apni jasarat ki saza chahte hain
https://www.rekhta.org/tags/aiina-shayari/couplets,ek ko do kar dikhā.e aa.ina,gar banā.eñ āhan-e-shamshīr se
https://www.rekhta.org/tags/aiina-shayari/couplets,ek ko do kar dikhae aaina,gar banaen aahan-e-shamshir se
https://www.rekhta.org/tags/aajizi-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aajizi-shayari/couplets,kushāda dast-e-karam jab vo be-niyāz kare,niyāz-mand na kyuuñ ājizī pe naaz kare
https://www.rekhta.org/tags/aajizi-shayari/couplets,kushada dast-e-karam jab wo be-niyaz kare,niyaz-mand na kyun aajizi pe naz kare
https://www.rekhta.org/tags/aajizi-shayari/couplets,zinda rakhīñ buzurgoñ kī ham ne rivāyateñ,dushman se bhī mile to mile ājizī se ham
https://www.rekhta.org/tags/aajizi-shayari/couplets,zinda rakhin buzurgon ki hum ne riwayaten,dushman se bhi mile to mile aajizi se hum
https://www.rekhta.org/tags/aajizi-shayari/couplets,ashk agar sab ne likhe maiñ ne sitāre likkhe,ājizī sab ne likhī maiñ ne ibādat likkhā
https://www.rekhta.org/tags/aajizi-shayari/couplets,ashk agar sab ne likhe main ne sitare likkhe,aajizi sab ne likhi main ne ibaadat likkha
https://www.rekhta.org/tags/aajizi-shayari/couplets,martaba aaj bhī zamāne meñ,pyaar se ājizī se miltā hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,martaba aaj bhi zamane mein,pyar se aajizi se milta hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,ġhurūr bhī jo karūñ maiñ to ājizī ho jaa.e,ḳhudī meñ lutf vo aa.e ki be-ḳhudī ho jaa.e
https://www.rekhta.org/tags/aajizi-shayari/couplets,ghurur bhi jo karun main to aajizi ho jae,KHudi mein lutf wo aae ki be-KHudi ho jae
https://www.rekhta.org/tags/aajizi-shayari/couplets,is tarah munsalik huā urdu zabān se,miltā huuñ ab sabhī se baḌī ājizī ke saath
https://www.rekhta.org/tags/aajizi-shayari/couplets,is tarah munsalik hua urdu zaban se,milta hun ab sabhi se baDi aajizi ke sath
https://www.rekhta.org/tags/aajizi-shayari/couplets,koī ḳhud se mujhe kamtar samajh le,ye matlab bhī nahīñ hai ājizī kā
https://www.rekhta.org/tags/aajizi-shayari/couplets,koi KHud se mujhe kamtar samajh le,ye matlab bhi nahin hai aajizi ka
https://www.rekhta.org/tags/aajizi-shayari/couplets,ājizī aaj hai mumkin hai na ho kal mujh meñ,is tarah aib nikālo na musalsal mujh meñ
https://www.rekhta.org/tags/aajizi-shayari/couplets,aajizi aaj hai mumkin hai na ho kal mujh mein,is tarah aib nikalo na musalsal mujh mein
https://www.rekhta.org/tags/aajizi-shayari/couplets,mujh ko sādāt kī nisbat ke sabab mere ḳhudā,ājizī denā takabbur kī adā mat denā
https://www.rekhta.org/tags/aajizi-shayari/couplets,mujh ko sadat ki nisbat ke sabab mere KHuda,aajizi dena takabbur ki ada mat dena
https://www.rekhta.org/tags/aajizi-shayari/couplets,bandishoñ ko toḌne kī koshisheñ kartī huī,sar paTaktī lahr terī ājizī achchhī lagī
https://www.rekhta.org/tags/aajizi-shayari/couplets,bandishon ko toDne ki koshishen karti hui,sar paTakti lahr teri aajizi achchhi lagi
https://www.rekhta.org/tags/aajizi-shayari/couplets,ijz ke saath chale aa.e haiñ ham 'yazdānī',koī aur un ko manā lene kā Dhab yaad nahīñ
https://www.rekhta.org/tags/aajizi-shayari/couplets,ijz ke sath chale aae hain hum 'yazdani',koi aur un ko mana lene ka Dhab yaad nahin
https://www.rekhta.org/tags/aajizi-shayari/couplets,ājizī baḳhshī ga.ī tamkanat-e-faqr ke saath,dene vaale ne hameñ kaun sī daulat nahīñ dī
https://www.rekhta.org/tags/aajizi-shayari/couplets,aajizi baKHshi gai tamkanat-e-faqr ke sath,dene wale ne hamein kaun si daulat nahin di
https://www.rekhta.org/tags/aajizi-shayari/couplets,ab dekhnā hai mujh ko tire āstāñ kā zarf,sar ko jhukā rahā huuñ baḌī ājizī ke saath
https://www.rekhta.org/tags/aajizi-shayari/couplets,ab dekhna hai mujh ko tere aastan ka zarf,sar ko jhuka raha hun baDi aajizi ke sath
https://www.rekhta.org/tags/aajizi-shayari/couplets,minnat-o-ājizī o zārī-o-āh,tere aage hazār kar dekhā
https://www.rekhta.org/tags/aajizi-shayari/couplets,minnat-o-ajizi o zari-o-ah,tere aage hazar kar dekha
https://www.rekhta.org/tags/aajizi-shayari/couplets,ragḌī haiñ eḌiyāñ to huī hai ye mustajāb,kis ājizī se kī hai duā kuchh na pūchhiye
https://www.rekhta.org/tags/aajizi-shayari/couplets,ragDi hain eDiyan to hui hai ye mustajab,kis aajizi se ki hai dua kuchh na puchhiye
https://www.rekhta.org/tags/aajizi-shayari/couplets,ājizī kahne lagī gar ho bulandī kī talab,dil jhukā dā.ira-e-na.ara-e-takbīr meñ aa
https://www.rekhta.org/tags/aajizi-shayari/couplets,aajizi kahne lagi gar ho bulandi ki talab,dil jhuka daira-e-nara-e-takbir mein aa
https://www.rekhta.org/tags/aajizi-shayari/couplets,peḌ ho yā ki aadmī 'ġhā.er',sar-buland apnī ājizī se huā
https://www.rekhta.org/tags/aajizi-shayari/couplets,peD ho ya ki aadmi 'ghaer',sar-buland apni aajizi se hua
https://www.rekhta.org/tags/aajizi-shayari/couplets,kisī ke rāste kī ḳhaak meñ paḌe haiñ 'zafar',matā-e-umr yahī ājizī nikaltī hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,kisi ke raste ki KHak mein paDe hain 'zafar',mata-e-umr yahi aajizi nikalti hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,chalā.ūñgā tesha meñ ab ājizī kā,anā us kī mismār ho kar rahegī
https://www.rekhta.org/tags/aajizi-shayari/couplets,chalaunga tesha mein ab aajizi ka,ana us ki mismar ho kar rahegi
https://www.rekhta.org/tags/aajizi-shayari/couplets,us shān-e-ājizī ke fidā jis ne 'ārzū',har naaz har ġhurūr ke qābil banā diyā
https://www.rekhta.org/tags/aajizi-shayari/couplets,us shan-e-ajizi ke fida jis ne 'arzu',har naz har ghurur ke qabil bana diya
https://www.rekhta.org/tags/aajizi-shayari/couplets,o aañkh badal ke jaane vaale,kuchh dhyān kisī kī ājizī kā
https://www.rekhta.org/tags/aajizi-shayari/couplets,o aankh badal ke jaane wale,kuchh dhyan kisi ki aajizi ka
https://www.rekhta.org/tags/aajizi-shayari/couplets,kabhī thī vo ġhusse kī chitvan qayāmat,kabhī ājizī se manānā kisī kā
https://www.rekhta.org/tags/aajizi-shayari/couplets,kabhi thi wo ghusse ki chitwan qayamat,kabhi aajizi se manana kisi ka
https://www.rekhta.org/tags/aajizi-shayari/couplets,is ājizī se kiyā us ne mere sar kā savāl,ḳhud apne haath se talvār toḌ dī maiñ ne
https://www.rekhta.org/tags/aajizi-shayari/couplets,is aajizi se kiya us ne mere sar ka sawal,KHud apne hath se talwar toD di main ne
https://www.rekhta.org/tags/aajizi-shayari/couplets,ḳhudāyā ājizī se maiñ ne māñgā kyā milā kyā,asar merī duāoñ kā ye ulTā kyuuñ huā hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,KHudaya aajizi se main ne manga kya mila kya,asar meri duaon ka ye ulTa kyun hua hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,barā.e ahl-e-jahāñ laakh kaj-kulāh the ham,ga.e harīm-e-suḳhan meñ to ājizī se ga.e
https://www.rekhta.org/tags/aajizi-shayari/couplets,barae ahl-e-jahan lakh kaj-kulah the hum,gae harim-e-suKHan mein to aajizi se gae
https://www.rekhta.org/tags/aajizi-shayari/couplets,vo manā.egā jis se rūThe ho,ham ko minnat se ājizī se ġharaz
https://www.rekhta.org/tags/aajizi-shayari/couplets,wo manaega jis se ruThe ho,hum ko minnat se aajizi se gharaz
https://www.rekhta.org/tags/aajizi-shayari/couplets,ye naqsh-e-ḳhushnumā dar-asl naqsh-e-ājizī hai,ki asl-e-husn to andesha-e-bahzād meñ hai
https://www.rekhta.org/tags/aajizi-shayari/couplets,ye naqsh-e-KHushnuma dar-asl naqsh-e-ajizi hai,ki asl-e-husn to andesha-e-bahzad mein hai
https://www.rekhta.org/tags/aam-shayari/nazms,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aanch-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aanch-shayari/couplets,maiñ sote sote ka.ī baar chauñk chauñk paḌā,tamām raat tire pahluoñ se aañch aa.ī
https://www.rekhta.org/tags/aanch-shayari/couplets,main sote sote kai bar chaunk chaunk paDa,tamam raat tere pahluon se aanch aai
https://www.rekhta.org/tags/aanch-shayari/couplets,kabhī ishq karo aur phir dekho is aag meñ jalte rahne se,kabhī dil par aañch nahīñ aatī kabhī rañg ḳharāb nahīñ hotā
https://www.rekhta.org/tags/aanch-shayari/couplets,kabhi ishq karo aur phir dekho is aag mein jalte rahne se,kabhi dil par aanch nahin aati kabhi rang KHarab nahin hota
https://www.rekhta.org/tags/aanch-shayari/couplets,aañch aatī hai tire jism kī uryānī se,pairahan hai ki sulagtī huī shab hai koī
https://www.rekhta.org/tags/aanch-shayari/couplets,aanch aati hai tere jism ki uryani se,pairahan hai ki sulagti hui shab hai koi
https://www.rekhta.org/tags/aanch-shayari/couplets,shāyad ab bhī koī sharar baaqī ho 'zeb',dil kī raakh se aañch aatī hai kam kam sī
https://www.rekhta.org/tags/aanch-shayari/couplets,shayad ab bhi koi sharar baqi ho 'zeb',dil ki rakh se aanch aati hai kam kam si
https://www.rekhta.org/tags/aanch-shayari/couplets,badan kī aañch se sañvlā ga.e haiñ pairāhan,maiñ phir bhī sub.h ke chehre pe shaam likhtā huuñ
https://www.rekhta.org/tags/aanch-shayari/couplets,badan ki aanch se sanwla gae hain pairahan,main phir bhi subh ke chehre pe sham likhta hun
https://www.rekhta.org/tags/aanch-shayari/couplets,chāhat kī tamannā se koī aañch na aa.ī,ye aag mire dil meñ baḌe Dhab se lagī hai
https://www.rekhta.org/tags/aanch-shayari/couplets,chahat ki tamanna se koi aanch na aai,ye aag mere dil mein baDe Dhab se lagi hai
https://www.rekhta.org/tags/aanch-shayari/couplets,dard kī aañch banā detī hai dil ko iksīr,dard se dil hai agar dard nahīñ dil bhī nahīñ
https://www.rekhta.org/tags/aanch-shayari/couplets,dard ki aanch bana deti hai dil ko iksir,dard se dil hai agar dard nahin dil bhi nahin
https://www.rekhta.org/tags/aanch-shayari/couplets,ḳhvāhishoñ kī aañch meñ tapte badan kī lazzateñ haiñ,aur vahshī raat hai gumrāhiyāñ sar par uThā.e
https://www.rekhta.org/tags/aanch-shayari/couplets,KHwahishon ki aanch mein tapte badan ki lazzaten hain,aur wahshi raat hai gumrahiyan sar par uThae
https://www.rekhta.org/tags/aanch-shayari/couplets,dam-e-visāl tirī aañch is tarah aa.ī,ki jaise aag sulagne lage gulāboñ meñ
https://www.rekhta.org/tags/aanch-shayari/couplets,dam-e-visal teri aanch is tarah aai,ki jaise aag sulagne lage gulabon mein
https://www.rekhta.org/tags/aangan-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aangan-shayari/couplets,kaun kahe ma.asūm hamārā bachpan thā,khel meñ bhī to aadhā aadhā āñgan thā
https://www.rekhta.org/tags/aangan-shayari/couplets,kaun kahe masum hamara bachpan tha,khel mein bhi to aadha aadha aangan tha
https://www.rekhta.org/tags/aangan-shayari/couplets,ik shajar aisā mohabbat kā lagāyā jaa.e,jis kā ham-sā.e ke āñgan meñ bhī saayā jaa.e
https://www.rekhta.org/tags/aangan-shayari/couplets,ek shajar aisa mohabbat ka lagaya jae,jis ka ham-sae ke aangan mein bhi saya jae
https://www.rekhta.org/tags/aangan-shayari/couplets,phailte hue shahro apnī vahshateñ roko,mere ghar ke āñgan par āsmān rahne do
https://www.rekhta.org/tags/aangan-shayari/couplets,phailte hue shahro apni wahshaten roko,mere ghar ke aangan par aasman rahne do
https://www.rekhta.org/tags/aangan-shayari/couplets,ḳhamoshī ke haiñ āñgan aur sannāTe kī dīvāreñ,ye kaise log haiñ jin ko gharoñ se Dar nahīñ lagtā
https://www.rekhta.org/tags/aangan-shayari/couplets,KHamoshi ke hain aangan aur sannaTe ki diwaren,ye kaise log hain jin ko gharon se Dar nahin lagta
https://www.rekhta.org/tags/aangan-shayari/couplets,āñgan āñgan ḳhuun ke chhīñTe chehra chehra be-chehra,kis kis ghar kā zikr karūñ meñ kis kis ke sadmāt likhūñ
https://www.rekhta.org/tags/aangan-shayari/couplets,aangan aangan KHun ke chhinTe chehra chehra be-chehra,kis kis ghar ka zikr karun mein kis kis ke sadmat likhun
https://www.rekhta.org/tags/aangan-shayari/couplets,hamāre ghar ke āñgan meñ sitāre bujh ga.e lākhoñ,hamārī ḳhvāb gāhoñ meñ na chamkā sub.h kā sūraj
https://www.rekhta.org/tags/aangan-shayari/couplets,hamare ghar ke aangan mein sitare bujh gae lakhon,hamari KHwab gahon mein na chamka subh ka suraj
https://www.rekhta.org/tags/aangan-shayari/couplets,palaT na jaa.eñ hamesha ko tere āñgan se,gudāz lamhoñ kī be-ḳhvāb āhaToñ se na ruuTh
https://www.rekhta.org/tags/aangan-shayari/couplets,palaT na jaen hamesha ko tere aangan se,gudaz lamhon ki be-KHwab aahaTon se na ruTh
https://www.rekhta.org/tags/aangan-shayari/couplets,baras rahī hai udāsī tamām āñgan meñ,vo rat-jagoñ kī havelī baḌe azaab meñ hai
https://www.rekhta.org/tags/aangan-shayari/couplets,baras rahi hai udasi tamam aangan mein,wo rat-jagon ki haweli baDe azab mein hai
https://www.rekhta.org/tags/aangan-shayari/couplets,dhuup musāfir chhāñv musāfir aa.e koī koī jaa.e,ghar meñ baiThā soch rahā huuñ āñgan hai yā rasta hai
https://www.rekhta.org/tags/aangan-shayari/couplets,dhup musafir chhanw musafir aae koi koi jae,ghar mein baiTha soch raha hun aangan hai ya rasta hai
