Tag URL,line1,line2
https://www.rekhta.org/tags/aagahi-shayari/couplets,aagahi karb wafa sabr tamanna ehsas,mere hi sine mein utre hain ye KHanjar sare
https://www.rekhta.org/tags/aagahi-shayari/couplets,apnī hastī hī se ho jo kuchh ho,āgahī gar nahīñ ġhaflat hī sahī
https://www.rekhta.org/tags/aagahi-shayari/couplets,apni hasti hi se ho jo kuchh ho,aagahi gar nahin ghaflat hi sahi
https://www.rekhta.org/tags/aagahi-shayari/couplets,tirā vasl hai mujhe be-ḳhudī tirā hijr hai mujhe āgahī,tirā vasl mujh ko firāq hai tirā hijr mujh ko visāl hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,tera wasl hai mujhe be-KHudi tera hijr hai mujhe aagahi,tera wasl mujh ko firaq hai tera hijr mujh ko visal hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,'saudā' jo be-ḳhabar hai vahī yaañ kare hai aish,mushkil bahut hai un ko jo rakhte haiñ āgahī
https://www.rekhta.org/tags/aagahi-shayari/couplets,'sauda' jo be-KHabar hai wahi yan kare hai aish,mushkil bahut hai un ko jo rakhte hain aagahi
https://www.rekhta.org/tags/aagahi-shayari/couplets,shikva-e-zulmat-e-shab se to kahīñ behtar thā,apne hisse kī koī sham.a jalāte jaate
https://www.rekhta.org/tags/aagahi-shayari/couplets,shikwa-e-zulmat-e-shab se to kahin behtar tha,apne hisse ki koi shama jalate jate
https://www.rekhta.org/tags/aagahi-shayari/couplets,umr jo be-ḳhudī meñ guzrī hai,bas vahī āgahī meñ guzrī hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,umr jo be-KHudi mein guzri hai,bas wahi aagahi mein guzri hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,āgahī se milī hai tanhā.ī,aa mirī jaan mujh ko dhokā de
https://www.rekhta.org/tags/aagahi-shayari/couplets,aagahi se mili hai tanhai,aa meri jaan mujh ko dhoka de
https://www.rekhta.org/tags/aagahi-shayari/couplets,āgahī dām-e-shunīdan jis qadar chāhe bichhā.e,mudda.ā anqā hai apne ālam-e-taqrīr kā
https://www.rekhta.org/tags/aagahi-shayari/couplets,aagahi dam-e-shunidan jis qadar chahe bichhae,muddaa anqa hai apne aalam-e-taqrir ka
https://www.rekhta.org/tags/aagahi-shayari/couplets,agar shu.ūr na ho to bahisht hai duniyā,baḌe azaab meñ guzrī hai āgahī ke saath
https://www.rekhta.org/tags/aagahi-shayari/couplets,agar shuur na ho to bahisht hai duniya,baDe azab mein guzri hai aagahi ke sath
https://www.rekhta.org/tags/aagahi-shayari/couplets,ik zamāne tak badan be-ḳhvāb be-ādāb the,phir achānak apnī uryānī kā andāza huā
https://www.rekhta.org/tags/aagahi-shayari/couplets,ek zamane tak badan be-KHwab be-adab the,phir achanak apni uryani ka andaza hua
https://www.rekhta.org/tags/aagahi-shayari/couplets,ḳhudā kā matlab hai ḳhud meñ aa tū ḳhud-āgahī hai ḳhudā-shanāsī,ḳhudā ko ḳhud se judā samajh kar bhaTak rahā hai idhar udhar kyuuñ
https://www.rekhta.org/tags/aagahi-shayari/couplets,KHuda ka matlab hai KHud mein aa tu KHud-agahi hai KHuda-shanasi,KHuda ko KHud se juda samajh kar bhaTak raha hai idhar udhar kyun
https://www.rekhta.org/tags/aagahi-shayari/couplets,jin se zinda ho yaqīn o āgahī kī aabrū,ishq kī rāhoñ meñ kuchh aise gumāñ karte chalo
https://www.rekhta.org/tags/aagahi-shayari/couplets,jin se zinda ho yaqin o aagahi ki aabru,ishq ki rahon mein kuchh aise guman karte chalo
https://www.rekhta.org/tags/aagahi-shayari/couplets,yahī aa.ina hai vo ā.īna jo liye hai jalva-e-āgahī,ye jo shā.erī kā shu.ūr hai ye payambarī kī talāsh hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,yahi aaina hai wo aaina jo liye hai jalwa-e-agahi,ye jo shaeri ka shuur hai ye payambari ki talash hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,ujālā 'ilm kā phailā to hai chāroñ taraf yaaro,basīrat aadmī kī kuchh magar kam hotī jaatī hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,ujala 'ilm ka phaila to hai chaaron taraf yaro,basirat aadmi ki kuchh magar kam hoti jati hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,na pūchhiye ki vo kis karb se guzarte haiñ,jo āgahī ke sabab aish-e-bandagī se ga.e
https://www.rekhta.org/tags/aagahi-shayari/couplets,na puchhiye ki wo kis karb se guzarte hain,jo aagahi ke sabab aish-e-bandagi se gae
https://www.rekhta.org/tags/aagahi-shayari/couplets,junūñ ke kaif-o-kam se āgahī tujh ko nahīñ nāseh,guzartī hai jo dīvānoñ pe dīvāne samajhte haiñ
https://www.rekhta.org/tags/aagahi-shayari/couplets,junun ke kaif-o-kam se aagahi tujh ko nahin naseh,guzarti hai jo diwanon pe diwane samajhte hain
https://www.rekhta.org/tags/aagahi-shayari/couplets,āgahī bhūlne detī nahīñ hastī kā ma.aal,TuuT ke ḳhvāb bikhartā hai to hañs dete haiñ
https://www.rekhta.org/tags/aagahi-shayari/couplets,aagahi bhulne deti nahin hasti ka maal,TuT ke KHwab bikharta hai to hans dete hain
https://www.rekhta.org/tags/aagahi-shayari/couplets,charāġh sāmne vaale makān meñ bhī na thā,ye sāneha mire vahm-o-gumān meñ bhī na thā
https://www.rekhta.org/tags/aagahi-shayari/couplets,charagh samne wale makan mein bhi na tha,ye saneha mere wahm-o-guman mein bhi na tha
https://www.rekhta.org/tags/aagahi-shayari/couplets,pahāḌ jaisī azmatoñ kā dāḳhila thā shahr meñ,ki log āgahī kā ishtihār le ke chal diye
https://www.rekhta.org/tags/aagahi-shayari/couplets,pahaD jaisi azmaton ka daKHila tha shahr mein,ki log aagahi ka ishtihaar le ke chal diye
https://www.rekhta.org/tags/aagahi-shayari/couplets,jaise jaise āgahī baḌhtī ga.ī vaise 'zahīr',zehn o dil ik dūsre se munfasil hote ga.e
https://www.rekhta.org/tags/aagahi-shayari/couplets,jaise jaise aagahi baDhti gai waise 'zahir',zehn o dil ek dusre se munfasil hote gae
https://www.rekhta.org/tags/aagahi-shayari/couplets,is kār-e-āgahī ko junūñ kah rahe haiñ log,mahfūz kar rahe haiñ fazā meñ sadā.eñ ham
https://www.rekhta.org/tags/aagahi-shayari/couplets,is kar-e-agahi ko junun kah rahe hain log,mahfuz kar rahe hain faza mein sadaen hum
https://www.rekhta.org/tags/aagahi-shayari/couplets,kyā ho sake hisāb ki jab āgahī kahe,ab tak to rā.egānī meñ saarā safar kiyā
https://www.rekhta.org/tags/aagahi-shayari/couplets,kya ho sake hisab ki jab aagahi kahe,ab tak to raegani mein sara safar kiya
https://www.rekhta.org/tags/aagahi-shayari/couplets,Dubo.e detā hai ḳhud-āgahī kā baar mujhe,maiñ Dhaltā nashsha huuñ mauj-e-tarab ubhār mujhe
https://www.rekhta.org/tags/aagahi-shayari/couplets,Duboe deta hai KHud-agahi ka bar mujhe,main Dhalta nashsha hun mauj-e-tarab ubhaar mujhe
https://www.rekhta.org/tags/aagahi-shayari/couplets,urūj-e-māh ko insāñ samajh gayā lekin,hanūz azmat-e-insāñ se āgahī kam hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,uruj-e-mah ko insan samajh gaya lekin,hanuz azmat-e-insan se aagahi kam hai
https://www.rekhta.org/tags/aagahi-shayari/couplets,āgahī ne diye ib.hām ke dhoke kyā kyā,sharh-e-alfāz jo likkhī to ishāre likkhe
https://www.rekhta.org/tags/aagahi-shayari/couplets,aagahi ne diye ibham ke dhoke kya kya,sharh-e-alfaz jo likkhi to ishaare likkhe
https://www.rekhta.org/tags/aagahi-shayari/couplets,junūñ kī ḳhair ho tujh ko 'asar' milā sab kuchh,ye kaifiyat bhī zarūrī thī āgahī ke liye
https://www.rekhta.org/tags/aagahi-shayari/couplets,junun ki KHair ho tujh ko 'asar' mila sab kuchh,ye kaifiyat bhi zaruri thi aagahi ke liye
https://www.rekhta.org/tags/aagahi-shayari/couplets,ham āgahī ko rote haiñ aur āgahī hameñ,vāraftagi-e-shauq kahāñ le chalī hameñ
https://www.rekhta.org/tags/aagahi-shayari/couplets,hum aagahi ko rote hain aur aagahi hamein,waraftagi-e-shauq kahan le chali hamein
https://www.rekhta.org/tags/aah-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aah-shayari/couplets,aah ko chāhiye ik umr asar hote tak,kaun jiitā hai tirī zulf ke sar hote tak
https://www.rekhta.org/tags/aah-shayari/couplets,aah ko chahiye ek umr asar hote tak,kaun jita hai teri zulf ke sar hote tak
https://www.rekhta.org/tags/aah-shayari/couplets,aah jo dil se nikālī jā.egī,kyā samajhte ho ki ḳhālī jā.egī
https://www.rekhta.org/tags/aah-shayari/couplets,aah jo dil se nikali jaegi,kya samajhte ho ki KHali jaegi
https://www.rekhta.org/tags/aah-shayari/couplets,aadat ke ba.ad dard bhī dene lagā mazā,hañs hañs ke aah aah kiye jā rahā huuñ maiñ
https://www.rekhta.org/tags/aah-shayari/couplets,aadat ke baad dard bhi dene laga maza,hans hans ke aah aah kiye ja raha hun main
https://www.rekhta.org/tags/aah-shayari/couplets,dard-e-dil kitnā pasand aayā use,maiñ ne jab kī aah us ne vaah kī
https://www.rekhta.org/tags/aah-shayari/couplets,dard-e-dil kitna pasand aaya use,main ne jab ki aah us ne wah ki
https://www.rekhta.org/tags/aah-shayari/couplets,mirī aah kā tum asar dekh lenā,vo ā.eñge thāme jigar dekh lenā
https://www.rekhta.org/tags/aah-shayari/couplets,meri aah ka tum asar dekh lena,wo aaenge thame jigar dekh lena
https://www.rekhta.org/tags/aah-shayari/couplets,ham ne hañs hañs ke tirī bazm meñ ai paikar-e-nāz,kitnī aahoñ ko chhupāyā hai tujhe kyā ma.alūm
https://www.rekhta.org/tags/aah-shayari/couplets,hum ne hans hans ke teri bazm mein ai paikar-e-naz,kitni aahon ko chhupaya hai tujhe kya malum
https://www.rekhta.org/tags/aah-shayari/couplets,kuchh dard kī shiddat hai kuchh pās-e-mohabbat hai,ham aah to karte haiñ fariyād nahīñ karte
https://www.rekhta.org/tags/aah-shayari/couplets,kuchh dard ki shiddat hai kuchh pas-e-mohabbat hai,hum aah to karte hain fariyaad nahin karte
https://www.rekhta.org/tags/aah-shayari/couplets,ek aisā bhī vaqt hotā hai,muskurāhaT bhī aah hotī hai
https://www.rekhta.org/tags/aah-shayari/couplets,ek aisa bhi waqt hota hai,muskurahaT bhi aah hoti hai
https://www.rekhta.org/tags/aah-shayari/couplets,vo kaun thā vo kahāñ kā thā kyā huā thā use,sunā hai aaj koī shaḳhs mar gayā yaaro
https://www.rekhta.org/tags/aah-shayari/couplets,wo kaun tha wo kahan ka tha kya hua tha use,suna hai aaj koi shaKHs mar gaya yaro
https://www.rekhta.org/tags/aah-shayari/couplets,zabt kartā huuñ to ghuTtā hai qafas meñ mirā dam,aah kartā huuñ to sayyād ḳhafā hotā hai
https://www.rekhta.org/tags/aah-shayari/couplets,zabt karta hun to ghuTta hai qafas mein mera dam,aah karta hun to sayyaad KHafa hota hai
https://www.rekhta.org/tags/aah-shayari/couplets,dil par choT paḌī hai tab to aah laboñ tak aa.ī hai,yuuñ hī chhan se bol uThnā to shīshe kā dastūr nahīñ
https://www.rekhta.org/tags/aah-shayari/couplets,dil par choT paDi hai tab to aah labon tak aai hai,yun hi chhan se bol uThna to shishe ka dastur nahin
https://www.rekhta.org/tags/aah-shayari/couplets,dard ulfat kā na ho to zindagī kā kyā mazā,āh-o-zārī zindagī hai be-qarārī zindagī
https://www.rekhta.org/tags/aah-shayari/couplets,dard ulfat ka na ho to zindagi ka kya maza,aah-o-zari zindagi hai be-qarari zindagi
https://www.rekhta.org/tags/aah-shayari/couplets,kitāb-e-ishq meñ har aah ek aayat hai,par āñsuoñ ko hurūf-e-muqatti.āt samajh
https://www.rekhta.org/tags/aah-shayari/couplets,kitab-e-ishq mein har aah ek aayat hai,par aansuon ko huruf-e-muqattiat samajh
https://www.rekhta.org/tags/aah-shayari/couplets,zabt dekho udhar nigāh na kī,mar ga.e marte marte aah na kī
https://www.rekhta.org/tags/aah-shayari/couplets,zabt dekho udhar nigah na ki,mar gae marte marte aah na ki
https://www.rekhta.org/tags/aah-shayari/couplets,idhar se bhī hai sivā kuchh udhar kī majbūrī,ki ham ne aah to kī un se aah bhī na huī
https://www.rekhta.org/tags/aah-shayari/couplets,idhar se bhi hai siwa kuchh udhar ki majburi,ki hum ne aah to ki un se aah bhi na hui
https://www.rekhta.org/tags/aah-shayari/couplets,aah! kal tak vo navāzish! aaj itnī be-ruḳhī,kuchh to nisbat chāhiye anjām ko āġhāz se
https://www.rekhta.org/tags/aah-shayari/couplets,aah! kal tak wo nawazish! aaj itni be-ruKHi,kuchh to nisbat chahiye anjam ko aaghaz se
https://www.rekhta.org/tags/aah-shayari/couplets,aa andalīb mil ke kareñ āh-o-zāriyāñ,tū haa.e gul pukār maiñ chillā.ūñ haa.e dil
https://www.rekhta.org/tags/aah-shayari/couplets,aa andalib mil ke karen aah-o-zariyan,tu hae gul pukar main chillaun hae dil
https://www.rekhta.org/tags/aah-shayari/couplets,vo maazī jo hai ik majmua ashkoñ aur aahoñ kā,na jaane mujh ko is maazī se kyuuñ itnī mohabbat hai
https://www.rekhta.org/tags/aah-shayari/couplets,wo mazi jo hai ek majmua ashkon aur aahon ka,na jaane mujh ko is mazi se kyun itni mohabbat hai
https://www.rekhta.org/tags/aah-shayari/couplets,aah kartā huuñ to aate haiñ pasīne un ko,naala kartā huuñ to rātoñ ko vo Dar jaate haiñ
https://www.rekhta.org/tags/aah-shayari/couplets,aah karta hun to aate hain pasine un ko,nala karta hun to raaton ko wo Dar jate hain
https://www.rekhta.org/tags/aah-shayari/couplets,pūchhā agar kisī ne mirā aa ke hāl-e-dil,be-iḳhtiyār aah laboñ se nikal ga.ī
https://www.rekhta.org/tags/aah-shayari/couplets,puchha agar kisi ne mera aa ke haal-e-dil,be-iKHtiyar aah labon se nikal gai
https://www.rekhta.org/tags/aah-shayari/couplets,arsh tak jaatī thī ab lab tak bhī aa saktī nahīñ,rahm aa jaatā hai kyuuñ ab mujh ko apnī aah par
https://www.rekhta.org/tags/aah-shayari/couplets,arsh tak jati thi ab lab tak bhi aa sakti nahin,rahm aa jata hai kyun ab mujh ko apni aah par
https://www.rekhta.org/tags/aah-shayari/couplets,ai 'hafīz' aah aah par āḳhir,kyā kaheñ dost vaah vā ke sivā
https://www.rekhta.org/tags/aah-shayari/couplets,ai 'hafiz' aah aah par aaKHir,kya kahen dost wah wa ke siwa
https://www.rekhta.org/tags/aah-shayari/couplets,aah to ab bhī dil se uThtī hai,lekin us meñ asar nahīñ hotā
https://www.rekhta.org/tags/aah-shayari/couplets,aah to ab bhi dil se uThti hai,lekin us mein asar nahin hota
https://www.rekhta.org/tags/aah-shayari/couplets,sher kyā hai aah hai yā vaah hai,jis se har dil kī ubhar aatī hai choT
https://www.rekhta.org/tags/aah-shayari/couplets,sher kya hai aah hai ya wah hai,jis se har dil ki ubhar aati hai choT
https://www.rekhta.org/tags/aah-shayari/couplets,chaman phūñk Dālūñgā aah o fuġhāñ se,vo merā nasheman jalā kar to dekheñ
https://www.rekhta.org/tags/aah-shayari/couplets,chaman phunk Dalunga aah o fughan se,wo mera nasheman jala kar to dekhen
https://www.rekhta.org/tags/aah-shayari/couplets,aah kartā huuñ to aatī hai palaT kar ye sadā,āshiqoñ ke vāste bāb-e-asar khultā nahīñ
https://www.rekhta.org/tags/aah-shayari/couplets,aah karta hun to aati hai palaT kar ye sada,aashiqon ke waste bab-e-asar khulta nahin
https://www.rekhta.org/tags/aah-shayari/couplets,ai junūñ haath jo vo zulf na aa.ī hotī,aah ne arsh kī zanjīr hilā.ī hotī
https://www.rekhta.org/tags/aah-shayari/couplets,ai junun hath jo wo zulf na aai hoti,aah ne arsh ki zanjir hilai hoti
https://www.rekhta.org/tags/aah-shayari/couplets,bahut muzir dil-e-āshiq ko aah hotī hai,isī havā se ye kashtī tabāh hotī hai
https://www.rekhta.org/tags/aah-shayari/couplets,bahut muzir dil-e-ashiq ko aah hoti hai,isi hawa se ye kashti tabah hoti hai
https://www.rekhta.org/tags/aah-shayari/couplets,na kuchh sitam se tire aah aah kartā huuñ,maiñ apne dil kī madad gaah gaah kartā huuñ
https://www.rekhta.org/tags/aah-shayari/couplets,na kuchh sitam se tere aah aah karta hun,main apne dil ki madad gah gah karta hun
https://www.rekhta.org/tags/aah-shayari/couplets,tum bhuul ga.e mujh ko yuuñ yaad dilātā huuñ,jo aah nikaltī hai vo yād-dahānī hai
https://www.rekhta.org/tags/aah-shayari/couplets,tum bhul gae mujh ko yun yaad dilata hun,jo aah nikalti hai wo yaad-dahani hai
https://www.rekhta.org/tags/aah-shayari/couplets,jab se judā huā hai vo shoḳh tab se mujh ko,nit aah aah karnā aur zaar zaar ronā
https://www.rekhta.org/tags/aah-shayari/couplets,jab se juda hua hai wo shoKH tab se mujh ko,nit aah aah karna aur zar zar rona
https://www.rekhta.org/tags/aah-shayari/couplets,ab jahāñ meñ baaqī hai aah se nishāñ apnā,uḌ ga.e dhueñ apne rah gayā dhuāñ apnā
https://www.rekhta.org/tags/aah-shayari/couplets,ab jahan mein baqi hai aah se nishan apna,uD gae dhuen apne rah gaya dhuan apna
https://www.rekhta.org/tags/aah-shayari/couplets,guzrī hai raat mujh meñ aur dil meñ turfa sohbat,īdhar to maiñ ne kī aah ūdhar se vo karāhā
https://www.rekhta.org/tags/aah-shayari/couplets,guzri hai raat mujh mein aur dil mein turfa sohbat,idhar to main ne ki aah udhar se wo karaha
https://www.rekhta.org/tags/aah-shayari/couplets,aah kyā kyā ārzūeñ nazr-e-hirmāñ ho ga.iiñ,roiye kis kis ko aur kis kis kā mātam kījiye
https://www.rekhta.org/tags/aah-shayari/couplets,aah kya kya aarzuen nazr-e-hirman ho gain,roiye kis kis ko aur kis kis ka matam kijiye
https://www.rekhta.org/tags/aah-shayari/couplets,āh-e-be-asar niklī naala nā-rasā niklā,ik ḳhudā pe takiya thā vo bhī aap kā niklā
https://www.rekhta.org/tags/aah-shayari/couplets,aah-e-be-asar nikli nala na-rasa nikla,ek KHuda pe takiya tha wo bhi aap ka nikla
https://www.rekhta.org/tags/aah-shayari/couplets,aah ta.azīm ko uThtī hai mire siine se,dil pe jab us kī nigāhoñ ke ḳhadañg aate haiñ
https://www.rekhta.org/tags/aah-shayari/couplets,aah tazim ko uThti hai mere sine se,dil pe jab us ki nigahon ke KHadang aate hain
https://www.rekhta.org/tags/aah-shayari/couplets,sohbat-e-vasl hai masdūd haiñ dar haa.e hijāb,nahīñ mālūm ye kis aah se sharam aatī hai
https://www.rekhta.org/tags/aah-shayari/couplets,sohbat-e-wasl hai masdud hain dar hae hijab,nahin malum ye kis aah se sharam aati hai
https://www.rekhta.org/tags/aah-shayari/couplets,jis kuuñ piv ke hijr kā bairāg hai,aah kā majlis meñ us kī raag hai
https://www.rekhta.org/tags/aah-shayari/couplets,jis kun piw ke hijr ka bairag hai,aah ka majlis mein us ki rag hai
https://www.rekhta.org/tags/aah-shayari/couplets,yaad aayā bhī to yuuñ ahd-e-vafā,aah kī be-asarī yaad aa.ī
https://www.rekhta.org/tags/aah-shayari/couplets,yaad aaya bhi to yun ahd-e-wafa,aah ki be-asari yaad aai
https://www.rekhta.org/tags/aah-shayari/couplets,aah ab ḳhuddārī-e-akbar kahāñ,ho ga.ī vo bhī ġhulām-e-ārzū
https://www.rekhta.org/tags/aah-shayari/couplets,aah ab KHuddari-e-akbar kahan,ho gai wo bhi ghulam-e-arzu
https://www.rekhta.org/tags/aah-shayari/couplets,harba hai āshiqoñ kā faqat āh-e-pechdār,darvesh log rakhte haiñ jaise hiran kī shāḳh
https://www.rekhta.org/tags/aah-shayari/couplets,harba hai aashiqon ka faqat aah-e-pechdar,darwesh log rakhte hain jaise hiran ki shaKH
https://www.rekhta.org/tags/aah-shayari/couplets,kashtiyāñ jal ga.ī haiñ sab shāyad,ik dhuāñ hai kisī kī aahoñ meñ
https://www.rekhta.org/tags/aah-shayari/couplets,kashtiyan jal gai hain sab shayad,ek dhuan hai kisi ki aahon mein
https://www.rekhta.org/tags/aah-shayari/couplets,na hove kyuuñ ke gardūñ pe sadā dil kī buland apnī,hamārī aah hai Dañkā damāme ke bajāne kā
https://www.rekhta.org/tags/aah-shayari/couplets,na howe kyun ke gardun pe sada dil ki buland apni,hamari aah hai Danka damame ke bajaane ka
https://www.rekhta.org/tags/aahat-shayari/couplets,aaj ik aur baras biit gayā us ke baġhair,jis ke hote hue hote the zamāne mere
https://www.rekhta.org/tags/aahat-shayari/couplets,bahut pahle se un qadmoñ kī aahaT jaan lete haiñ,tujhe ai zindagī ham duur se pahchān lete haiñ
https://www.rekhta.org/tags/aahat-shayari/couplets,bahut pahle se un qadmon ki aahaT jaan lete hain,tujhe ai zindagi hum dur se pahchan lete hain
https://www.rekhta.org/tags/aahat-shayari/couplets,kaun aa.egā yahāñ koī na aayā hogā,merā darvāza havāoñ ne hilāyā hogā
https://www.rekhta.org/tags/aahat-shayari/couplets,kaun aaega yahan koi na aaya hoga,mera darwaza hawaon ne hilaya hoga
https://www.rekhta.org/tags/aahat-shayari/couplets,jise na aane kī qasmeñ maiñ de ke aayā huuñ,usī ke qadmoñ kī aahaT kā intizār bhī hai
https://www.rekhta.org/tags/aahat-shayari/couplets,jise na aane ki qasmen main de ke aaya hun,usi ke qadmon ki aahaT ka intizar bhi hai
https://www.rekhta.org/tags/aahat-shayari/couplets,dil par dastak dene kaun aa niklā hai,kis kī aahaT suntā huuñ vīrāne meñ
https://www.rekhta.org/tags/aahat-shayari/couplets,dil par dastak dene kaun aa nikla hai,kis ki aahaT sunta hun virane mein
https://www.rekhta.org/tags/aahat-shayari/couplets,aahaT sī koī aa.e to lagtā hai ki tum ho,saaya koī lahrā.e to lagtā hai ki tum ho
https://www.rekhta.org/tags/aahat-shayari/couplets,aahaT si koi aae to lagta hai ki tum ho,saya koi lahrae to lagta hai ki tum ho
https://www.rekhta.org/tags/aahat-shayari/couplets,āhaTeñ sun rahā huuñ yādoñ kī,aaj bhī apne intizār meñ gum
https://www.rekhta.org/tags/aahat-shayari/couplets,aahaTen sun raha hun yaadon ki,aaj bhi apne intizar mein gum
https://www.rekhta.org/tags/aahat-shayari/couplets,maiñ ne din raat ḳhudā se ye duā māñgī thī,koī aahaT na ho dar par mire jab tū aa.e
https://www.rekhta.org/tags/aahat-shayari/couplets,main ne din raat KHuda se ye dua mangi thi,koi aahaT na ho dar par mere jab tu aae
https://www.rekhta.org/tags/aahat-shayari/couplets,niiñd aa.e to achānak tirī aahaT sun luuñ,jaag uTThūñ to badan se tirī ḳhushbū aa.e
https://www.rekhta.org/tags/aahat-shayari/couplets,nind aae to achanak teri aahaT sun lun,jag uTThun to badan se teri KHushbu aae
https://www.rekhta.org/tags/aahat-shayari/couplets,'aḳhtar' guzarte lamhoñ kī aahaT pe yuuñ na chauñk,is mātamī julūs meñ ik zindagī bhī hai
https://www.rekhta.org/tags/aahat-shayari/couplets,'aKHtar' guzarte lamhon ki aahaT pe yun na chaunk,is matami julus mein ek zindagi bhi hai
https://www.rekhta.org/tags/aahat-shayari/couplets,aaj bhī naqsh haiñ dil par tirī aahaT ke nishāñ,ham ne us raah se auroñ ko guzarne na diyā
https://www.rekhta.org/tags/aahat-shayari/couplets,aaj bhi naqsh hain dil par teri aahaT ke nishan,hum ne us rah se auron ko guzarne na diya
https://www.rekhta.org/tags/aahat-shayari/couplets,ḳhāmoshī meñ chāhe jitnā begāna-pan ho,lekin ik aahaT jānī-pahchānī hotī hai
https://www.rekhta.org/tags/aahat-shayari/couplets,KHamoshi mein chahe jitna begana-pan ho,lekin ek aahaT jaani-pahchani hoti hai
https://www.rekhta.org/tags/aahat-shayari/couplets,koī āvāz na aahaT na koī halchal hai,aisī ḳhāmoshī se guzre to guzar jā.eñge
https://www.rekhta.org/tags/aahat-shayari/couplets,koi aawaz na aahaT na koi halchal hai,aisi KHamoshi se guzre to guzar jaenge
https://www.rekhta.org/tags/aahat-shayari/couplets,koī halchal hai na aahaT na sadā hai koī,dil kī dahlīz pe chup-chāp khaḌā hai koī
https://www.rekhta.org/tags/aahat-shayari/couplets,koi halchal hai na aahaT na sada hai koi,dil ki dahliz pe chup-chap khaDa hai koi
https://www.rekhta.org/tags/aahat-shayari/couplets,shaam Dhale aahaT kī kirneñ phūTī thiiñ,sūraj Duub ke mere ghar meñ niklā thā
https://www.rekhta.org/tags/aahat-shayari/couplets,sham Dhale aahaT ki kirnen phuTi thin,suraj Dub ke mere ghar mein nikla tha
https://www.rekhta.org/tags/aahat-shayari/couplets,ye zulf-bar-dosh kaun aayā ye kis kī aahaT se gul khile haiñ,mahak rahī hai fazā-e-hastī tamām aalam bahār sā hai
https://www.rekhta.org/tags/aahat-shayari/couplets,ye zulf-bar-dosh kaun aaya ye kis ki aahaT se gul khile hain,mahak rahi hai faza-e-hasti tamam aalam bahaar sa hai
https://www.rekhta.org/tags/aahat-shayari/couplets,pahle to us kī yaad ne sone nahīñ diyā,phir us kī āhaToñ ne kahā jāgte raho
https://www.rekhta.org/tags/aahat-shayari/couplets,pahle to us ki yaad ne sone nahin diya,phir us ki aahaTon ne kaha jagte raho
https://www.rekhta.org/tags/aahat-shayari/couplets,har lahza us ke paañv kī aahaT pe kaan rakh,darvāze tak jo aayā hai andar bhī aa.egā
https://www.rekhta.org/tags/aahat-shayari/couplets,har lahza us ke panw ki aahaT pe kan rakh,darwaze tak jo aaya hai andar bhi aaega
https://www.rekhta.org/tags/aahat-shayari/couplets,is añdhere meñ na ik gaam bhī ruknā yaaro,ab to ik dūsre kī āhaTeñ kaam ā.eñgī
https://www.rekhta.org/tags/aahat-shayari/couplets,is andhere mein na ek gam bhi rukna yaro,ab to ek dusre ki aahaTen kaam aaengi
https://www.rekhta.org/tags/aahat-shayari/couplets,jab zarā raat huī aur mah o anjum aa.e,bār-hā dil ne ye mahsūs kiyā tum aa.e
https://www.rekhta.org/tags/aahat-shayari/couplets,jab zara raat hui aur mah o anjum aae,bar-ha dil ne ye mahsus kiya tum aae
https://www.rekhta.org/tags/aahat-shayari/couplets,apnī aahaT pe chauñktā huuñ maiñ,kis kī duniyā meñ aa gayā huuñ maiñ
https://www.rekhta.org/tags/aahat-shayari/couplets,apni aahaT pe chaunkta hun main,kis ki duniya mein aa gaya hun main
https://www.rekhta.org/tags/aahat-shayari/couplets,ye bhī rahā hai kūcha-e-jānāñ meñ apnā rañg,aahaT huī to chāñd darīche meñ aa gayā
https://www.rekhta.org/tags/aahat-shayari/couplets,ye bhi raha hai kucha-e-jaanan mein apna rang,aahaT hui to chand dariche mein aa gaya
https://www.rekhta.org/tags/aahat-shayari/couplets,kisī aahaT meñ aahaT ke sivā kuchh bhī nahīñ ab,kisī sūrat meñ sūrat ke sivā kyā rah gayā hai
https://www.rekhta.org/tags/aahat-shayari/couplets,kisi aahaT mein aahaT ke siwa kuchh bhi nahin ab,kisi surat mein surat ke siwa kya rah gaya hai
https://www.rekhta.org/tags/aahat-shayari/couplets,aahaT bhī agar kī to tah-e-zāt nahīñ kī,lafzoñ ne ka.ī din se koī baat nahīñ kī
https://www.rekhta.org/tags/aahat-shayari/couplets,aahaT bhi agar ki to tah-e-zat nahin ki,lafzon ne kai din se koi baat nahin ki
https://www.rekhta.org/tags/aahat-shayari/couplets,koī dastak koī aahaT na sadā hai koī,duur tak ruuh meñ phailā huā sannāTā hai
https://www.rekhta.org/tags/aahat-shayari/couplets,koi dastak koi aahaT na sada hai koi,dur tak ruh mein phaila hua sannaTa hai
